id,day,type,_number,prompt,options,correct_answer,answer,difficulty,active,created_at
6a8b9c1d-2e3f-4a5b-8c7d-1e2f3a4b5c11,DAy-1,interview,1,"Walk me through how you think about an app as a problem-solver rather than as a set of screens.","","","\nStart from the real-world problem and define the user friction.\n\nThen map how the app makes the task faster, easier, and more reliable.\n\nIn interviews, this shows you can connect features to user value.\n\nExample:\n“Food delivery reduces time spent searching and makes delivery dependable.”",easy,TRUE,2026-02-25 17:45:00
b1c2d3e4-5f6a-4b7c-8d9e-0f1a2b3c4d12,DAy-1,interview,2,"How would you explain “data movement” in a simple app like food delivery?","","","\nDescribe that user actions on the frontend create requests.\n\nBackend receives requests, reads or updates stored data, then responds.\n\nThis is the basic pattern behind search, menus, and orders.\n\nExample:\n“Tap search → backend fetches matching restaurants → UI displays them.”",easy,TRUE,2026-02-25 17:45:00
c3d4e5f6-1a2b-4c3d-8e9f-1a2b3c4d5e13,DAy-1,interview,3,"If a user asks why the app can respond instantly, what would you say at a high level?","","","\nExplain that systems are designed to fetch and return data quickly.\n\nRequests are handled step-by-step, and the UI updates as soon as results arrive.\n\nIn real apps, speed directly affects user trust and conversions.\n\nExample:\n“Search results appear fast because the backend returns matching data quickly.”",easy,TRUE,2026-02-25 17:45:00
d4e5f6a7-2b3c-4d5e-8f9a-2b3c4d5e6f14,DAy-1,interview,4,"How do you differentiate frontend and backend responsibilities using the food app example?","","","\nFrontend handles presentation: cards, filters, images, ratings, and interaction.\n\nBackend handles data and logic: storing restaurants/menus and processing search requests via APIs.\n\nClear separation reduces confusion and makes teams work faster.\n\nExample:\n“Frontend shows the menu; backend stores the menu and returns it on request.”",medium,TRUE,2026-02-25 17:45:00
e5f6a7b8-3c4d-4e5f-8a9b-3c4d5e6f7a15,DAy-1,interview,5,"Why is GPS important in a delivery product, and what does it enable?","","","\nGPS provides location context.\n\nIt enables showing nearby options and supporting delivery flow in the right area.\n\nLocation relevance improves user experience and reliability.\n\nExample:\n“Using GPS, the app can show restaurants near your current location.”",medium,TRUE,2026-02-25 17:45:00
f6a7b8c9-4d5e-4f6a-8b9c-4d5e6f7a8b16,DAy-1,interview,6,"Explain AI-driven recommendations in simple terms without going into advanced details.","","","\nAI/ML observes user behavior like what they view and order.\n\nIt predicts what could be useful next and suggests restaurants or dishes.\n\nIn products, recommendations reduce choice overload and improve discovery.\n\nExample:\n“If you often order pizza, the app may recommend pizza places first.”",medium,TRUE,2026-02-25 17:45:00
1a2b3c4d-5e6f-4a7b-8c9d-5e6f7a8b9c17,DAy-1,interview,7,"How does continuous improvement show up in a real app after launch?","","","\nThe team watches what users struggle with and what they use most.\n\nThen they refine features, ranking, and UI to remove friction.\n\nThis approach keeps the product competitive over time.\n\nExample:\n“Improve search results based on what users click and order.”",medium,TRUE,2026-02-25 17:45:00
2c3d4e5f-6a7b-4c8d-9e0f-6a7b8c9d0e18,DAy-1,interview,8,"You are given a feature: “show top restaurants.” How do you decide what “top” means using today’s concepts?","","","\nStart from the problem: help users discover good options quickly.\n\nUse signals like ratings, popularity, and availability as part of the data shown.\n\nAI/ML can help personalize, but the goal remains friction reduction.\n\nExample:\n“Top could mean high rating and frequently ordered in the user’s area.”",hard,TRUE,2026-02-25 17:45:00
3d4e5f6a-7b8c-4d9e-8f0a-7b8c9d0e1f19,DAy-1,interview,9,"What risks happen when you treat technology as only building screens and ignore system thinking?","","","\nYou may build features that don’t solve the real problem.\n\nData flow, storage, and reliability issues appear later and slow the product.\n\nIn startups and product teams, this causes rework and poor user experience.\n\nExample:\n“A beautiful UI fails if the backend can’t return accurate restaurant availability.”",hard,TRUE,2026-02-25 17:45:00
4e5f6a7b-8c9d-4e0f-9a1b-8c9d0e1f2a20,DAy-1,interview,10,"Describe the three-layer architecture of a food app and how the layers work together in one user action.","","","\nFrontend captures the action and displays UI.\n\nBackend stores and returns the needed data through requests.\n\nAI/ML improves ranking and recommendations using behavior signals.\n\nThis collaboration makes the experience fast and relevant.\n\nExample:\n“User searches → backend returns matches → AI helps order results → UI shows them.”",hard,TRUE,2026-02-25 17:45:00
5f6a7b8c-9d0e-4f1a-8b2c-9d0e1f2a3b21,DAy-1,quiz,1,"Which statement best describes technology from today’s class?","[""Only writing code"", ""Structured problem-solving using tools and systems"", ""Only designing UI screens"", ""Only using apps"" ]","Structured problem-solving using tools and systems","\nTechnology focuses on solving real problems with structured systems.\n\nIt includes designing, building, and improving solutions.\n\nExample:\n“A food app reduces ordering friction using a system.”",easy,TRUE,2026-02-25 17:45:00
6a7b8c9d-0e1f-4a2b-8c3d-0e1f2a3b4c22,DAy-1,quiz,2,"In the food app architecture, which layer mainly displays restaurant cards and search UI?","[""Frontend"", ""Backend"", ""AI/ML"", ""Database"" ]","Frontend","\nFrontend is responsible for what the user sees and interacts with.\n\nIt shows cards, filters, and search results.\n\nExample:\n“Restaurant cards are part of the frontend UI.”",easy,TRUE,2026-02-25 17:45:00
7b8c9d0e-1f2a-4b3c-8d4e-1f2a3b4c5d23,DAy-1,quiz,3,"Which layer stores restaurant data and processes search requests using APIs?","[""Frontend"", ""Backend"", ""AI/ML"", ""Browser"" ]","Backend","\nBackend stores and manages core data like restaurants and menus.\n\nIt handles requests and returns results.\n\nExample:\n“Backend returns the menu when the UI requests it.”",easy,TRUE,2026-02-25 17:45:00
8c9d0e1f-2a3b-4c4d-8e5f-2a3b4c5d6e24,DAy-1,quiz,4,"What is a tech-builder mindset mainly about?","[""Using more apps"", ""Analyzing what problem an app solves"", ""Memorizing code"", ""Avoiding data"" ]","Analyzing what problem an app solves","\nA builder looks at the problem, data flow, and system behavior.\n\nThis shifts thinking from user to developer.\n\nExample:\n“What problem does food delivery solve?”",medium,TRUE,2026-02-25 17:45:00
9d0e1f2a-3b4c-4d5e-8f6a-3b4c5d6e7f25,DAy-1,quiz,5,"Which technology is directly connected to showing delivery near a user?","[""GPS"", ""HTML"", ""Keyboard"", ""Battery"" ]","GPS","\nGPS helps identify user location.\n\nThis enables nearby options and location-aware delivery.\n\nExample:\n“GPS helps show restaurants around you.”",medium,TRUE,2026-02-25 17:45:00
0e1f2a3b-4c5d-4e6f-8a7b-4c5d6e7f8a26,DAy-1,quiz,6,"What does AI/ML mainly do in the food app example?","[""Stores menus"", ""Displays cards"", ""Recommends and optimizes ranking"", ""Creates HTML tags"" ]","Recommends and optimizes ranking","\nAI/ML analyzes behavior and suggests relevant items.\n\nIt improves discovery and ranking quality.\n\nExample:\n“Recommending restaurants based on past orders.”",medium,TRUE,2026-02-25 17:45:00
1f2a3b4c-5d6e-4f7a-8b9c-5d6e7f8a9b27,DAy-1,quiz,7,"Which pair best matches the two major problems food delivery apps solve (as taught today)?","[""Gaming and streaming"", ""Discovering options and reliable delivery"", ""Coding and compiling"", ""Typing and printing"" ]","Discovering options and reliable delivery","\nThe app helps users find food choices and ensures delivery happens reliably.\n\nThis reduces real-world friction.\n\nExample:\n“Search restaurants and get food delivered.”",medium,TRUE,2026-02-25 17:45:00
2a3b4c5d-6e7f-4a8b-8c9d-6e7f8a9b0c28,DAy-1,quiz,8,"Why is separating frontend and backend helpful for building scalable systems?","[""It makes code shorter only"", ""It avoids repeated UI work only"", ""It keeps display and data responsibilities clear"", ""It removes the need for APIs"" ]","It keeps display and data responsibilities clear","\nFrontend focuses on UI and interaction.\n\nBackend focuses on storing and serving data.\n\nClear roles make systems easier to grow and maintain.\n\nExample:\n“Update restaurant data in backend, UI auto reflects it.”",hard,TRUE,2026-02-25 17:45:00
3b4c5d6e-7f8a-4b9c-8d0e-7f8a9b0c1d29,DAy-1,quiz,9,"Which statement best represents “continuous improvement” in technology?","[""Build once and never change"", ""Only add new screens"", ""Keep updating based on data and feedback"", ""Avoid measuring user behavior"" ]","Keep updating based on data and feedback","\nReal apps improve after launch using feedback and usage signals.\n\nThis reduces friction over time.\n\nExample:\n“Improve search ranking based on orders.”",hard,TRUE,2026-02-25 17:45:00
4c5d6e7f-8a9b-4c0d-8e1f-8a9b0c1d2e30,DAy-1,quiz,10,"Which flow matches what happens when a user searches in an app (high level)?","[""Backend shows UI then frontend stores data"", ""Frontend sends request, backend returns data, UI updates"", ""AI stores images, GPS runs CSS"", ""Database displays cards directly"" ]","Frontend sends request, backend returns data, UI updates","\nUser action starts in the UI.\n\nBackend processes and returns results.\n\nUI updates with returned data.\n\nExample:\n“Type ‘pizza’ → get results → show restaurant cards.”",hard,TRUE,2026-02-25 17:45:00

8f1a2b3c-4d5e-4a6b-8c7d-101112131401,day2,scenario,1,"A student says, “Without installing any software, my computer can still work.” How would you explain the relationship between hardware and software?","","","\nHardware is the physical machine.\n\nSoftware provides instructions that tell hardware what to do.\n\nWithout software, hardware cannot perform meaningful tasks.\n\nExample:\nCPU and RAM need an Operating System to function properly.",easy,TRUE,2026-02-25 18:00:00
8f1a2b3c-4d5e-4a6b-8c7d-101112131402,day2,scenario,2,"You are troubleshooting a slow computer. How would you differentiate whether the issue is hardware-related or software-related?","","","\nCheck hardware resources like RAM usage, CPU load, and storage health.\n\nCheck software issues like too many background programs or malware.\n\nHardware limits physical performance, software affects resource allocation.\n\nExample:\nLow RAM → hardware issue.\nToo many startup apps → software issue.",medium,TRUE,2026-02-25 18:00:00
8f1a2b3c-4d5e-4a6b-8c7d-101112131403,day2,scenario,3,"An app runs smoothly, but file saving fails. Which OS responsibility might be involved?","","","\nThe Operating System manages file systems and storage.\n\nIf saving fails, storage management or file permissions may be involved.\n\nThe OS controls how files are organized and accessed.\n\nExample:\nIncorrect folder permissions prevent file creation.",medium,TRUE,2026-02-25 18:00:00
8f1a2b3c-4d5e-4a6b-8c7d-101112131404,day2,scenario,4,"Multiple programs are running simultaneously on a system. Which OS concept allows this?","","","\nMultitasking.\n\nThe OS schedules CPU time between multiple programs.\n\nIt ensures smooth switching between processes.\n\nExample:\nListening to music while browsing the web.",easy,TRUE,2026-02-25 18:00:00
8f1a2b3c-4d5e-4a6b-8c7d-101112131405,day2,scenario,5,"A printer connected to a network can be used by many computers. Which concept explains this?","","","\nNetwork resource sharing.\n\nNetworks allow devices to share files, printers, and internet connections.\n\nCommunication follows protocols like TCP/IP.\n\nExample:\nOffice LAN sharing a common printer.",easy,TRUE,2026-02-25 18:00:00
8f1a2b3c-4d5e-4a6b-8c7d-101112131406,day2,scenario,6,"A user types a website URL and instantly sees a webpage. Explain this using client-server communication.","","","\nThe browser (client) sends an HTTP request.\n\nThe request travels through routers over the Internet.\n\nThe server processes the request and sends back HTML, CSS, and JS.\n\nThe browser renders the page.\n\nExample:\nClient → Server → Response → Display.",medium,TRUE,2026-02-25 18:00:00
8f1a2b3c-4d5e-4a6b-8c7d-101112131407,day2,scenario,7,"An employee cannot access certain system files. Which OS feature is likely responsible?","","","\nUser permissions and security controls.\n\nThe OS restricts access based on roles and authorization.\n\nThis ensures system stability and data protection.\n\nExample:\nStandard users cannot modify system folders.",medium,TRUE,2026-02-25 18:00:00
8f1a2b3c-4d5e-4a6b-8c7d-101112131408,day2,scenario,8,"A company wants computers in different cities connected. Which type of network is most suitable?","","","\nWAN (Wide Area Network).\n\nWAN connects devices across large geographic areas.\n\nUsed for connecting multiple cities or countries.\n\nExample:\nCompany branches connected via WAN.",hard,TRUE,2026-02-25 18:00:00
8f1a2b3c-4d5e-4a6b-8c7d-101112131409,day2,scenario,9,"Why does every device on the Internet need an IP address?","","","\nIP address uniquely identifies devices.\n\nIt ensures correct routing of data packets.\n\nWithout IP, data would not know its destination.\n\nExample:\nLike a house address for postal delivery.",easy,TRUE,2026-02-25 18:00:00
8f1a2b3c-4d5e-4a6b-8c7d-101112131410,day2,scenario,10,"A website loads images and scripts separately. How does packet-based Internet communication enable this?","","","\nData is broken into small packets.\n\nPackets travel independently through routers.\n\nThey are reassembled at the destination.\n\nThis ensures efficient data transfer.\n\nExample:\nImages and scripts arrive as separate packets.",hard,TRUE,2026-02-25 18:00:00
8f1a2b3c-4d5e-4a6b-8c7d-101112131411,day2,interview,1,"Explain the difference between hardware and software.","","","\nHardware is physical components like CPU, RAM, and storage.\n\nSoftware is a set of instructions that control hardware.\n\nHardware performs tasks; software guides execution.\n\nExample:\nKeyboard (hardware) + Word processor (software).",easy,TRUE,2026-02-25 18:00:00
8f1a2b3c-4d5e-4a6b-8c7d-101112131412,day2,interview,2,"What is the role of an Operating System?","","","\nActs as a bridge between hardware and applications.\n\nManages CPU, memory, storage, and devices.\n\nProvides user interface and security.\n\nExample:\nWindows managing files and running apps.",easy,TRUE,2026-02-25 18:00:00
8f1a2b3c-4d5e-4a6b-8c7d-101112131413,day2,interview,3,"How does multitasking work in an OS?","","","\nThe OS schedules CPU time across processes.\n\nSwitches between tasks rapidly.\n\nEnsures multiple programs appear to run simultaneously.\n\nExample:\nStreaming music while browsing.",medium,TRUE,2026-02-25 18:00:00
8f1a2b3c-4d5e-4a6b-8c7d-101112131414,day2,interview,4,"Explain LAN, MAN, and WAN.","","","\nLAN connects devices in a small area.\n\nMAN covers a city.\n\nWAN connects large geographic regions.\n\nExample:\nOffice network (LAN), city network (MAN), global network (WAN).",medium,TRUE,2026-02-25 18:00:00
8f1a2b3c-4d5e-4a6b-8c7d-101112131415,day2,interview,5,"How does client-server communication work?","","","\nClient sends request.\n\nServer processes request.\n\nServer sends response.\n\nClient displays result.\n\nExample:\nBrowser requesting a webpage.",medium,TRUE,2026-02-25 18:00:00
8f1a2b3c-4d5e-4a6b-8c7d-101112131416,day2,interview,6,"Why is the Internet compared to a transportation system?","","","\nData acts like cargo.\n\nRouters act like traffic junctions.\n\nCables act like roads.\n\nIt simplifies understanding of data movement.",medium,TRUE,2026-02-25 18:00:00
8f1a2b3c-4d5e-4a6b-8c7d-101112131417,day2,interview,7,"What role do browsers play in networking?","","","\nBrowsers act as clients.\n\nThey send HTTP/HTTPS requests.\n\nThey render HTML, CSS, JS visually.\n\nExample:\nChrome requesting google.com.",medium,TRUE,2026-02-25 18:00:00
8f1a2b3c-4d5e-4a6b-8c7d-101112131418,day2,interview,8,"How does the OS manage memory?","","","\nAllocates RAM to processes.\n\nPrevents conflicts.\n\nEnsures efficient usage.\n\nExample:\nAssigning memory to browser and music app separately.",hard,TRUE,2026-02-25 18:00:00
8f1a2b3c-4d5e-4a6b-8c7d-101112131419,day2,interview,9,"Why are protocols like TCP/IP important?","","","\nThey define communication rules.\n\nEnsure reliable data transfer.\n\nEnable devices to understand each other.\n\nExample:\nTCP ensures packet delivery.",hard,TRUE,2026-02-25 18:00:00
8f1a2b3c-4d5e-4a6b-8c7d-101112131420,day2,interview,10,"What ensures system stability in an OS?","","","\nSecurity controls.\n\nUser permissions.\n\nResource management.\n\nExample:\nPreventing unauthorized access to system files.",hard,TRUE,2026-02-25 18:00:00
8f1a2b3c-4d5e-4a6b-8c7d-101112131421,day2,quiz,1,"Which of the following is hardware?","[""CPU"", ""Browser"", ""Operating System"", ""MS Word"" ]","CPU","\nCPU is a physical processing component.",easy,TRUE,2026-02-25 18:00:00
8f1a2b3c-4d5e-4a6b-8c7d-101112131422,day2,quiz,2,"Which is system software?","[""Windows 11"", ""Google Chrome"", ""MS Excel"", ""Instagram"" ]","Windows 11","\nOperating systems are system software.",easy,TRUE,2026-02-25 18:00:00
8f1a2b3c-4d5e-4a6b-8c7d-101112131423,day2,quiz,3,"What uniquely identifies a device on the Internet?","[""MAC address"", ""IP address"", ""URL"", ""Domain"" ]","IP address","\nIP uniquely identifies Internet devices.",easy,TRUE,2026-02-25 18:00:00
8f1a2b3c-4d5e-4a6b-8c7d-101112131424,day2,quiz,4,"Which protocol is used for Internet communication?","[""TCP/IP"", ""HTML"", ""CSS"", ""RAM"" ]","TCP/IP","\nTCP/IP governs network communication.",medium,TRUE,2026-02-25 18:00:00
8f1a2b3c-4d5e-4a6b-8c7d-101112131425,day2,quiz,5,"Which component acts as a bridge between hardware and applications?","[""CPU"", ""Operating System"", ""Router"", ""Browser"" ]","Operating System","\nOS connects apps and hardware.",medium,TRUE,2026-02-25 18:00:00
8f1a2b3c-4d5e-4a6b-8c7d-101112131426,day2,quiz,6,"Which network covers a small office?","[""LAN"", ""WAN"", ""MAN"", ""PAN"" ]","LAN","\nLAN is for small local areas.",medium,TRUE,2026-02-25 18:00:00
8f1a2b3c-4d5e-4a6b-8c7d-101112131427,day2,quiz,7,"Browsers send which type of request to servers?","[""FTP"", ""HTTP/HTTPS"", ""RAM"", ""GPU"" ]","HTTP/HTTPS","\nBrowsers use HTTP/HTTPS protocols.",medium,TRUE,2026-02-25 18:00:00
8f1a2b3c-4d5e-4a6b-8c7d-101112131428,day2,quiz,8,"Which device directs Internet traffic like a junction?","[""Router"", ""Keyboard"", ""Monitor"", ""Printer"" ]","Router","\nRouters manage data routing.",hard,TRUE,2026-02-25 18:00:00
8f1a2b3c-4d5e-4a6b-8c7d-101112131429,day2,quiz,9,"Which OS example is for mobile devices?","[""Ubuntu"", ""macOS"", ""Android"", ""Windows 11"" ]","Android","\nAndroid is a mobile OS.",hard,TRUE,2026-02-25 18:00:00
8f1a2b3c-4d5e-4a6b-8c7d-101112131430,day2,quiz,10,"Data on the Internet is transferred in what form?","[""Files only"", ""Packets"", ""Folders"", ""Programs"" ]","Packets","\nInternet data moves in packets.",hard,TRUE,2026-02-25 18:00:00

2b7e6a54-4c2a-4b3f-a1c0-8e1e7f6c1a01,day3,scenario,1,"A student says, “Apps are just websites.” How would you clarify what an application is and where apps can run?","","","\nAn application is software built for a specific purpose.\n\nApps can run in web browsers, on desktops, or on mobile devices.\n\nDifferent platforms use different technologies, but the goal is the same: solve a user problem reliably.\n\nExample:\nWhatsApp (mobile app) and Google Chrome (desktop/browser app) are both applications.",easy,TRUE,2026-02-25 18:00:00
2b7e6a54-4c2a-4b3f-a1c0-8e1e7f6c1a02,day3,scenario,2,"Your team is building a simple product page. Who would handle layout and styling, and who would handle server logic and data storage?","","","\nFrontend developers handle UI work like layout, design, responsiveness, and interactions in the browser.\n\nBackend developers handle server-side logic, databases, and APIs to store and provide data.\n\nThis split helps teams collaborate efficiently and keep responsibilities clear.\n\nExample:\nFrontend builds the product card UI; backend stores product details in a database and serves them via an API.",easy,TRUE,2026-02-25 18:00:00
2b7e6a54-4c2a-4b3f-a1c0-8e1e7f6c1a03,day3,scenario,3,"A beginner writes HTML and expects it to change colors automatically. How do you explain the separation of structure and styling?","","","\nHTML defines the structure and content of a webpage using tags.\n\nCSS is responsible for presentation like colors, fonts, spacing, and positioning.\n\nKeeping structure and design separate makes code easier to maintain and update.\n\nExample:\n<h1>Title</h1> gives structure, and CSS like h1 { color: red; } changes the look.",easy,TRUE,2026-02-25 18:00:00
2b7e6a54-4c2a-4b3f-a1c0-8e1e7f6c1a04,day3,scenario,4,"A webpage loads, but the user wants a button click to update text without reloading the page. Which technology handles this and why?","","","\nJavaScript handles interactivity and dynamic updates in the browser.\n\nIt can change content on the page after initial load by modifying the DOM.\n\nThis improves user experience because changes feel instant.\n\nExample:\nOn button click, JavaScript can update a heading text on the same page.",medium,TRUE,2026-02-25 18:00:00
2b7e6a54-4c2a-4b3f-a1c0-8e1e7f6c1a05,day3,scenario,5,"A user sees different layouts on Chrome and Safari for the same website. How would you connect this to browser rendering engines?","","","\nBrowsers interpret HTML, CSS, and JavaScript using rendering engines.\n\nChrome uses Blink, Safari uses WebKit, and Firefox uses Gecko.\n\nThe core goal is the same, but minor differences can affect how a page is displayed.\n\nExample:\nThe same HTML/CSS may look slightly different across browsers due to engine differences.",medium,TRUE,2026-02-25 18:00:00
2b7e6a54-4c2a-4b3f-a1c0-8e1e7f6c1a06,day3,scenario,6,"You receive HTML and CSS from the server. What happens inside the browser before the page becomes visible?","","","\nThe browser parses HTML to understand structure and builds a DOM.\n\nIt reads CSS rules and builds CSS-related styling information used for display.\n\nThen it renders visual output so users can see and interact with the page.\n\nExample:\nHTML tags become a DOM tree and then the browser draws the styled page on screen.",medium,TRUE,2026-02-25 18:00:00
2b7e6a54-4c2a-4b3f-a1c0-8e1e7f6c1a07,day3,scenario,7,"A landing page should work well on mobile, tablet, and desktop without separate codebases. What approach would you suggest from today’s topics?","","","\nUse responsive web design.\n\nCreate flexible layouts and apply CSS media queries at breakpoints.\n\nThis ensures the same site adapts across devices and improves usability and SEO.\n\nExample:\nUse a media query to change layout when screen width becomes small.",medium,TRUE,2026-02-25 18:00:00
2b7e6a54-4c2a-4b3f-a1c0-8e1e7f6c1a08,day3,scenario,8,"Your manager asks for a quick mobile app on both Android and iOS with one codebase. Which direction fits and what trade-off should you mention?","","","\nUse cross-platform technologies.\n\nA single codebase reduces development time and cost.\n\nMention that native development may still be preferred for performance-critical needs.\n\nExample:\nReact Native can build apps for Android and iOS using JavaScript and React.",hard,TRUE,2026-02-25 18:00:00
2b7e6a54-4c2a-4b3f-a1c0-8e1e7f6c1a09,day3,scenario,9,"A junior developer wants to add a video without installing plugins. Which HTML version feature helps here?","","","\nHTML5 supports native multimedia using the video and audio elements.\n\nThis removes dependency on third-party plugins.\n\nIt makes web apps simpler and more compatible.\n\nExample:\nUse an HTML5 <video> element to embed video content.",hard,TRUE,2026-02-25 18:00:00
2b7e6a54-4c2a-4b3f-a1c0-8e1e7f6c1a10,day3,scenario,10,"A team keeps building pages only for desktop first and later struggles on mobile. Which approach would reduce this pain and why?","","","\nUse a mobile-first design approach.\n\nStart designing for the smallest screens and scale up for larger screens.\n\nThis reduces rework and ensures core content works well everywhere.\n\nExample:\nBuild base CSS for mobile, then add media queries for tablets and desktops.",hard,TRUE,2026-02-25 18:00:00
2b7e6a54-4c2a-4b3f-a1c0-8e1e7f6c1a11,day3,interview,1,"Walk me through what application development includes from start to maintenance.","","","\nApplication development includes planning, coding, testing, deployment, and maintenance.\n\nThe goal is to build software that solves a specific user problem reliably.\n\nModern apps focus on performance, security, and user experience over time.\n\nExample:\nPlan features, build UI, test login flow, deploy, then fix bugs and improve based on feedback.",easy,TRUE,2026-02-25 18:00:00
2b7e6a54-4c2a-4b3f-a1c0-8e1e7f6c1a12,day3,interview,2,"How would you explain the difference between frontend, backend, and fullstack roles in a team?","","","\nFrontend focuses on the user interface, layout, responsiveness, and client-side interactions.\n\nBackend focuses on server logic, databases, APIs, and security.\n\nFullstack works across both areas and helps bridge UI and server needs.\n\nExample:\nFrontend builds the product UI, backend serves product data, fullstack can implement both together.",easy,TRUE,2026-02-25 18:00:00
2b7e6a54-4c2a-4b3f-a1c0-8e1e7f6c1a13,day3,interview,3,"When a browser receives HTML, what does it do with it before showing the page?","","","\nThe browser parses HTML to understand structure.\n\nIt builds an internal representation (DOM) that reflects the HTML elements.\n\nThen it uses styling rules and renders the page visually.\n\nExample:\nA <p> tag becomes a node in the DOM and then is drawn on screen with CSS styles.",easy,TRUE,2026-02-25 18:00:00
2b7e6a54-4c2a-4b3f-a1c0-8e1e7f6c1a14,day3,interview,4,"Why is HTML considered the skeleton of a webpage?","","","\nHTML defines structure using tags and elements.\n\nCSS depends on HTML to style content, and JavaScript depends on HTML to add behavior.\n\nWithout HTML, there is no structured content to present or manipulate.\n\nExample:\nHTML creates headings and paragraphs; CSS styles them; JavaScript updates them.",medium,TRUE,2026-02-25 18:00:00
